college-stub	department-stub	program-stub	department-name	min-credit-hours	max-credit-hours	course-description	course-number	course-name	course-url
management	marketing-and-global-supply-chain	communication-professional-service-firms	Marketing and Global Supply Chain	3	3	Theory and application of written and oral communication for professional service firms.	BUS M 509	Communication in Professional Service Firms	/management/marketing-and-global-supply-chain/communication-professional-service-firms
management	marketing-and-global-supply-chain	operations-management-0	Marketing and Global Supply Chain	3	3	Examining issues and tools in production and operations management. Specific tools for forecasting, planning, inventory control, and project management presented and developed.	BUS M 530	Operations Management	/management/marketing-and-global-supply-chain/operations-management-0
management	marketing-and-global-supply-chain	organizational-behavior	Marketing and Global Supply Chain	3	3	Analysis of individual, group, and organizational variables that inhibit or facilitate effective organizational functioning. Topics include motivation, rewards, leadership, conflict, decision making, structure, evaluation, and change.	BUS M 540	Organizational Behavior	/management/marketing-and-global-supply-chain/organizational-behavior
management	marketing-and-global-supply-chain	marketing-management-1	Marketing and Global Supply Chain	3	3	Development of analytical marketing tools and techniques; their utilization in case analysis and decision making in marketing management.	BUS M 550	Marketing Management	/management/marketing-and-global-supply-chain/marketing-management-1
management	marketing-and-global-supply-chain	strategic-management-0	Marketing and Global Supply Chain	3	3	Top-management approach to problems of determining corporate strategy. Structured for accounting and information systems students.	BUS M 581	Strategic Management	/management/marketing-and-global-supply-chain/strategic-management-0
management	marketing-and-global-supply-chain	ethics-accounting-professionals	Marketing and Global Supply Chain	3	3	Introduction to ethical theory and its application to managerial and accounting issues.	BUS M 582	Ethics for Accounting Professionals	/management/marketing-and-global-supply-chain/ethics-accounting-professionals
management	marketing-and-global-supply-chain	ethics-information-systems-professionals	Marketing and Global Supply Chain	3	3	Ethical theory and its application to managerial and information systems issues.	BUS M 583	Ethics for Information Systems Professionals	/management/marketing-and-global-supply-chain/ethics-information-systems-professionals
management	marketing-and-global-supply-chain	business-arabic	Marketing and Global Supply Chain	3	3	For experienced speakers of the language being taught. Emphasizes business concepts; practice and case study including conversation, reading,and presenting, while enriching business vocabulary.	BUS M 596R	Business Arabic	/management/marketing-and-global-supply-chain/business-arabic
management	marketing-and-global-supply-chain	business-chinese	Marketing and Global Supply Chain	3	3	For experienced speakers of the language. Emphasizes business concepts; practice and case study including conversing, reading, and presenting, while enriching business vocabulary.	BUS M 596R	Business Chinese	/management/marketing-and-global-supply-chain/business-chinese
management	marketing-and-global-supply-chain	business-english	Marketing and Global Supply Chain	3	3	For experienced speakers of the language being taught. Emphasizes business concepts; practice and case study including conversation, reading,and presenting, while enriching business vocabulary.	BUS M 596R	Business English	/management/marketing-and-global-supply-chain/business-english
management	marketing-and-global-supply-chain	business-french	Marketing and Global Supply Chain	3	3	For experienced speakers of the language being taught. Emphasizes business concepts; practice and case study including conversation, reading,and presenting, while enriching business vocabulary.	BUS M 596R	Business French	/management/marketing-and-global-supply-chain/business-french
management	marketing-and-global-supply-chain	business-german	Marketing and Global Supply Chain	3	3	For experienced speakers of the language being taught. Emphasizes business concepts; practice and case study including conversation, reading,and presenting, while enriching business vocabulary.	BUS M 596R	Business German	/management/marketing-and-global-supply-chain/business-german
management	marketing-and-global-supply-chain	business-italian	Marketing and Global Supply Chain	3	3	For experienced speakers of the language being taught. Emphasizes business concepts; practice and case study including conversation, reading,and presenting, while enriching business vocabulary.	BUS M 596R	Business Italian	/management/marketing-and-global-supply-chain/business-italian
management	marketing-and-global-supply-chain	business-japanese	Marketing and Global Supply Chain	3	3	For experienced speakers of the language being taught. Emphasizes business concepts; practice and case study including conversation, reading,and presenting, while enriching business vocabulary.	BUS M 596R	Business Japanese	/management/marketing-and-global-supply-chain/business-japanese
management	marketing-and-global-supply-chain	business-korean	Marketing and Global Supply Chain	3	3	For experienced speakers of the language being taught. Emphasizes business concepts; practice and case study including conversation, reading,and presenting, while enriching business vocabulary.	BUS M 596R	Business Korean	/management/marketing-and-global-supply-chain/business-korean
