college-stub	department-stub	faculty-stub	faculty-name	faculty-rank	department-name	faculty-url	faculty-degree	faculty-school	faculty-degree-year	faculty-discipline
management	marketing-and-global-supply-chain	nile-w-hatch	Nile W Hatch	Associate Professor	Marketing and Global Supply Chain	/management/marketing-and-global-supply-chain/nile-w-hatch				
religious-education	ancient-scripture	brian-michael-hauglid	Brian Michael Hauglid	Associate Professor	Ancient Scripture	/religious-education/ancient-scripture/brian-michael-hauglid				
family-home-and-social-sciences	school-of-family-life	alan-j-hawkins	Alan J Hawkins	Professor	School of Family Life	/family-home-and-social-sciences/school-of-family-life/alan-j-hawkins				
family-home-and-social-sciences	political-science	darren-greg-hawkins	Darren Greg Hawkins	Professor	Political Science	/family-home-and-social-sciences/political-science/darren-greg-hawkins				
family-home-and-social-sciences	political-science	kirk-andrew-hawkins	Kirk Andrew Hawkins	Associate Professor	Political Science	/family-home-and-social-sciences/political-science/kirk-andrew-hawkins				
engineering-and-technology	electrical-and-computer-engineering	aaron-r-hawkins	Aaron R Hawkins	Professor	Electrical and Computer Engineering	/engineering-and-technology/electrical-and-computer-engineering/aaron-r-hawkins				
engineering-and-technology	school-of-technology	val-d-hawks	Val D Hawks	Associate Professor	School of Technology	/engineering-and-technology/school-of-technology/val-d-hawks				
religious-education	church-history-and-doctrine	john-b-haws	John B Haws	Assistant Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/john-b-haws				
nursing	nursing-program	sondra-s-heaston	Sondra S Heaston	Associate Teaching Professor	Nursing Program	/nursing/nursing-program/sondra-s-heaston				
education	counseling-psychology-and-special-education	melissa-ann-heath	Melissa Ann Heath	Associate Professor	Counseling Psychology and Special Education	/education/counseling-psychology-and-special-education/melissa-ann-heath				
management	finance	hal-b-heaton	Hal B Heaton	Professor	Finance	/management/finance/hal-b-heaton				
physical-and-mathematical-sciences	statistics	matthew-j-heaton	Matthew J Heaton	Assistant Professor	Statistics	/physical-and-mathematical-sciences/statistics/matthew-j-heaton				
family-home-and-social-sciences	sociology	tim-braley-heaton	Tim Braley Heaton	Professor	Sociology	/family-home-and-social-sciences/sociology/tim-braley-heaton				
engineering-and-technology	chemical-engineering	john-d-hedengren	John D Hedengren	Assistant Professor	Chemical Engineering	/engineering-and-technology/chemical-engineering/john-d-hedengren				
religious-education	church-history-and-doctrine	andrew-horace-hedges	Andrew Horace Hedges	Associate Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/andrew-horace-hedges				
family-home-and-social-sciences	psychology	dawson-w-hedges	Dawson W Hedges	Professor	Psychology	/family-home-and-social-sciences/psychology/dawson-w-hedges				
humanities	spanish-and-portuguese	valerie-hegstrom	Valerie Hegstrom	Associate Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/valerie-hegstrom				
nursing	nursing-program	barbara-anne-heise	Barbara Anne Heise	Associate Professor	Nursing Program	/nursing/nursing-program/barbara-anne-heise				
engineering-and-technology	school-of-technology	c-richard-g-helps	C Richard G Helps	Associate Professor	School of Technology	/engineering-and-technology/school-of-technology/c-richard-g-helps				
physical-and-mathematical-sciences	mathematics-education	scott-jay-hendrickson	Scott Jay Hendrickson	Associate Teaching Professor	Mathematics Education	/physical-and-mathematical-sciences/mathematics-education/scott-jay-hendrickson				
management	organizational-leadership-and-strategy	michael-greg-hendron	Michael Greg Hendron	Assistant Professor	Organizational Leadership and Strategy	/management/organizational-leadership-and-strategy/michael-greg-hendron				
management	school-of-accountancy	william-guy-heninger	William Guy Heninger	Associate Professor	School of Accountancy	/management/school-of-accountancy/william-guy-heninger				
humanities	linguistics-and-english-language	lynn-e-henrichsen	Lynn E Henrichsen	Professor	Linguistics and English Language	/humanities/linguistics-and-english-language/lynn-e-henrichsen				
physical-and-mathematical-sciences	physics-and-astronomy	bret-c-hess	Bret C Hess	Associate Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/bret-c-hess				
family-home-and-social-sciences	anthropology	jacob-randall-hickman	Jacob Randall Hickman	Assistant Professor	Anthropology	/family-home-and-social-sciences/anthropology/jacob-randall-hickman				
humanities	english	trenton-l-hickman	Trenton L Hickman	Associate Professor	English	/humanities/english/trenton-l-hickman				
fine-arts-and-communications	school-of-music	michael-d-hicks	Michael D Hicks	Professor	School of Music	/fine-arts-and-communications/school-of-music/michael-d-hicks				
family-home-and-social-sciences	psychology	james-dee-higley	James Dee Higley	Professor	Psychology	/family-home-and-social-sciences/psychology/james-dee-higley				
life-sciences	physiology-and-developmental-biology	jonathon-t-hill	Jonathon T Hill	Assistant Professor	Physiology and Developmental Biology	/life-sciences/physiology-and-developmental-biology/jonathon-t-hill				
management	recreation-management	brian-jack-hill	Brian Jack Hill	Professor	Recreation Management	/management/recreation-management/brian-jack-hill				
family-home-and-social-sciences	school-of-family-life	edward-jeffrey-hill	Edward Jeffrey Hill	Professor	School of Family Life	/family-home-and-social-sciences/school-of-family-life/edward-jeffrey-hill				
management	finance	ned-c-hill	Ned C Hill	Professor	Finance	/management/finance/ned-c-hill				
religious-education	ancient-scripture	john-l-hilton	John L Hilton	Assistant Professor	Ancient Scripture	/religious-education/ancient-scripture/john-l-hilton				
education	educational-leadership-and-foundations	sterling-clint-hilton	Sterling Clint Hilton	Associate Professor	Educational Leadership and Foundations	/education/educational-leadership-and-foundations/sterling-clint-hilton				
nursing	nursing-program	deborah-o-himes	Deborah O Himes	Assistant Professor	Nursing Program	/nursing/nursing-program/deborah-o-himes				
fine-arts-and-communications	school-of-music	jaren-smith-hinckley	Jaren Smith Hinckley	Professor	School of Music	/fine-arts-and-communications/school-of-music/jaren-smith-hinckley				
physical-and-mathematical-sciences	physics-and-astronomy	eric-george-bow-hintz	Eric George Bow Hintz	Associate Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/eric-george-bow-hintz				
physical-and-mathematical-sciences	physics-and-astronomy	eric-w-hirschmann	Eric W Hirschmann	Associate Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/eric-w-hirschmann				
education	educational-leadership-and-foundations	julie-dawn-melville-hite	Julie Dawn Melville Hite	Professor	Educational Leadership and Foundations	/education/educational-leadership-and-foundations/julie-dawn-melville-hite				
education	educational-leadership-and-foundations	steven-jeffrey-hite	Steven Jeffrey Hite	Professor	Educational Leadership and Foundations	/education/educational-leadership-and-foundations/steven-jeffrey-hite				
management	school-of-accountancy	l-scott-hobson	L Scott Hobson	Professor	School of Accountancy	/management/school-of-accountancy/l-scott-hobson				
family-home-and-social-sciences	history	christopher-g-hodson	Christopher G Hodson	Associate Professor	History	/family-home-and-social-sciences/history/christopher-g-hodson				
family-home-and-social-sciences	sociology	john-patrick-hoffmann	John Patrick Hoffmann	Professor	Sociology	/family-home-and-social-sciences/sociology/john-patrick-hoffmann				
fine-arts-and-communications	design	cynthia-lynne-hogan	Cynthia Lynne Hogan	Assistant Professor	Design	/fine-arts-and-communications/design/cynthia-lynne-hogan				
fine-arts-and-communications	school-of-music	scott-l-holden	Scott L Holden	Professor	School of Music	/fine-arts-and-communications/school-of-music/scott-l-holden				
physical-and-mathematical-sciences	computer-science	seth-r-holladay	Seth R Holladay	Assistant Professor	Computer Science	/physical-and-mathematical-sciences/computer-science/seth-r-holladay				
fine-arts-and-communications	theatre-and-media-arts	wade-james-hollingshaus	Wade James Hollingshaus	Associate Professor	Theatre and Media Arts	/fine-arts-and-communications/theatre-and-media-arts/wade-james-hollingshaus				
fine-arts-and-communications	dance	curt-w-holman	Curt W Holman	Professor	Dance	/fine-arts-and-communications/dance/curt-w-holman				
management	finance	andrew-l-holmes	Andrew L Holmes	Associate Professor	Finance	/management/finance/andrew-l-holmes				
family-home-and-social-sciences	school-of-family-life	erin-kramer-holmes	Erin Kramer Holmes	Associate Professor	School of Family Life	/family-home-and-social-sciences/school-of-family-life/erin-kramer-holmes				
family-home-and-social-sciences	psychology	julianne-holt-lunstad	Julianne Holt-Lunstad	Associate Professor	Psychology	/family-home-and-social-sciences/psychology/julianne-holt-lunstad				
religious-education	church-history-and-doctrine	richard-neitzel-holzapfel	Richard Neitzel Holzapfel	Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/richard-neitzel-holzapfel				
engineering-and-technology	mechanical-engineering	eric-r-homer	Eric R Homer	Assistant Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/eric-r-homer				
humanities	asian-and-near-eastern-languages	david-brian-honey	David Brian Honey	Professor	Asian and Near Eastern Languages	/humanities/asian-and-near-eastern-languages/david-brian-honey				
life-sciences	microbiology-and-molecular-biology	sandra-hope	Sandra Hope	Associate Professor	Microbiology and Molecular Biology	/life-sciences/microbiology-and-molecular-biology/sandra-hope				
religious-education	ancient-scripture	shon-david-hopkin	Shon David Hopkin	Assistant Professor	Ancient Scripture	/religious-education/ancient-scripture/shon-david-hopkin				
life-sciences	plant-and-wildlife-sciences	bryan-g-hopkins	Bryan G Hopkins	Professor	Plant and Wildlife Sciences	/life-sciences/plant-and-wildlife-sciences/bryan-g-hopkins				
life-sciences	exercise-sciences	jon-tyson-hopkins	Jon Tyson Hopkins	Professor	Exercise Sciences	/life-sciences/exercise-sciences/jon-tyson-hopkins				
family-home-and-social-sciences	psychology	ramona-ovard-hopkins	Ramona Ovard Hopkins	Professor	Psychology	/family-home-and-social-sciences/psychology/ramona-ovard-hopkins				
humanities	english	jamie-horrocks	Jamie Horrocks	Assistant Professor	English	/humanities/english/jamie-horrocks				
engineering-and-technology	civil-and-environmental-engineering	rollin-hull-hotchkiss	Rollin Hull Hotchkiss	Professor	Civil and Environmental Engineering	/engineering-and-technology/civil-and-environmental-engineering/rollin-hull-hotchkiss				
fine-arts-and-communications	school-of-music	luke-benjamin-howard	Luke Benjamin Howard	Associate Professor	School of Music	/fine-arts-and-communications/school-of-music/luke-benjamin-howard				
engineering-and-technology	school-of-technology	bryan-franklin-howell	Bryan Franklin Howell	Associate Professor	School of Technology	/engineering-and-technology/school-of-technology/bryan-franklin-howell				
engineering-and-technology	mechanical-engineering	larry-l-howell	Larry L Howell	Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/larry-l-howell				
fine-arts-and-communications	dance	jiamin-huang	Jiamin Huang	Associate Professor	Dance	/fine-arts-and-communications/dance/jiamin-huang				
humanities	french-and-italian	robert-james-hudson	Robert James Hudson	Assistant Professor	French and Italian	/humanities/french-and-italian/robert-james-hudson				
physical-and-mathematical-sciences	geological-sciences	samuel-m-hudson	Samuel M Hudson	Assistant Professor	Geological Sciences	/physical-and-mathematical-sciences/geological-sciences/samuel-m-hudson				
religious-education	ancient-scripture	kerry-michael-hull	Kerry Michael Hull	Professor	Ancient Scripture	/religious-education/ancient-scripture/kerry-michael-hull				
education	teacher-education	alaska-black-hults	Alaska Black Hults	Assistant Professor	Teacher Education	/education/teacher-education/alaska-black-hults				
