college-stub	department-stub	program-stub	department-name	course-credit-hours	course-description	course-number	course-name	course-url
	counseling-psychology-and-special-education		Counseling Psychology and Special Education	'0.5-3	Clinical experiences conducted primarily through collaboration with BYU's Counseling and Career Center and focusing on career and educational counseling.	CPSE 776 R	Advanced Practicum 1: Counseling Psychology.	
	counseling-psychology-and-special-education		Counseling Psychology and Special Education	'0.5-3	Clinical experiences and psychotherapeutic training conducted primarily through collaboration with BYU's Counseling and Career Center.	CPSE 777 R	Advanced Practicum 2: Counseling Psychology.	
	counseling-psychology-and-special-education		Counseling Psychology and Special Education	'1-3	Clinical experiences and psychotherapeutic training conducted off campus in an approved community agency clinical setting.	CPSE 778 R	Counseling Psychology Clerkship.	
	counseling-psychology-and-special-education		Counseling Psychology and Special Education	'3	University teaching under supervision of a faculty member, including teaching or team teaching an undergraduate course and/or team teaching a master's level course (or portions of courses).	CPSE 779 R	University Teaching Practicum.	
	counseling-psychology-and-special-education		Counseling Psychology and Special Education	'1-9	One calendar year of full-time or two years of half-time supervised clinical counseling and psychotherapy for a total of 2,000 clock hours.	CPSE 788 R	Predoctoral Counseling Psychology Internship.	
	counseling-psychology-and-special-education		Counseling Psychology and Special Education	'3	An overview of qualitative research synthesis, methods for systematic literature reviews and meta-analysis. A balanced approach between conceptualization and application with practice using existing data sets and statistical packages.	CPSE 789	(CPSE- IP&T) Meta Analysis.	
	counseling-psychology-and-special-education		Counseling Psychology and Special Education	'0.5-3		CPSE 790 R	Advanced Seminar.	
	counseling-psychology-and-special-education		Counseling Psychology and Special Education	'0.5-9	Formal report and defense of substantive research topic designed to make an original contribution to knowledge in the field.	CPSE 799 R	Doctoral Dissertation.	
	educational-inquiry-measurement-and-evaluation-program		Educational Inquiry, Measurement and Evaluation (Program)	'3	The formative ideas in philosophy and psychology used to conduct and evaluate scholarly inquiry in education.  Includes basic issues, inquiry methods, and forms of scholarly analysis.	EIME 630	Philosophical and Psychological Foundations of Inquiry in Education.	
	educational-inquiry-measurement-and-evaluation-program		Educational Inquiry, Measurement and Evaluation (Program)	'0.5	Weekly seminar with EIME faculty and other professionals engaged in conducting research, measurement, evaluation, or policy analysis projects.	EIME 690 R	Seminar.	
	educational-inquiry-measurement-and-evaluation-program		Educational Inquiry, Measurement and Evaluation (Program)	'1-3	Faculty-supervised readings as arranged by student.	EIME 693 R	Directed Independent Study.	
	educational-inquiry-measurement-and-evaluation-program		Educational Inquiry, Measurement and Evaluation (Program)	'3	Principles of formative experimentation in studying developing interventions in natural contexts.  Challenges of selecting and integrating inquiry methods, resolving implementation problems, linking programmatic variables to theory, assessing effects, and drawing valid conclusions.	EIME 720	Design-Based Research Methods in Education.	
	educational-inquiry-measurement-and-evaluation-program		Educational Inquiry, Measurement and Evaluation (Program)	'3	Mentored, applied experience working on educational research projects for a college, university, government agency, foundation, or private company.	EIME 781	Internship in Educational Research.	
	educational-inquiry-measurement-and-evaluation-program		Educational Inquiry, Measurement and Evaluation (Program)	'3	Mentored, applied experience working for a company or government agency that develops tests or administers testing programs.  Written reports required.	EIME 782	Internship in Educational Measurement and Assessment.	
	educational-inquiry-measurement-and-evaluation-program		Educational Inquiry, Measurement and Evaluation (Program)	'3	Mentored, applied experience working as an evaluator for a college, university, government agency, or private company that conducts evaluations for clients.	EIME 783	Internship in Educational Evaluation.	
	educational-inquiry-measurement-and-evaluation-program		Educational Inquiry, Measurement and Evaluation (Program)	'3	Mentored experience teaching a university course.	EIME 785	University Teaching Apprenticeship.	
	educational-inquiry-measurement-and-evaluation-program		Educational Inquiry, Measurement and Evaluation (Program)	'3	Mentored, applied experience working as a design and analysis consultant for a university.	EIME 786	Design and Analysis Consulting Apprenticeship.	
	educational-inquiry-measurement-and-evaluation-program		Educational Inquiry, Measurement and Evaluation (Program)	'1-18	Successfully complete and defend a dissertation.	EIME 799 R	Dissertation.	
	educational-leadership-and-foundations		Educational Leadership and Foundations	'0.5-3		EDLF 515 R	Topics in Educational Leadership.	
	educational-leadership-and-foundations		Educational Leadership and Foundations	'2	Understanding leadership elements that help schools become high functioning communities of learning.	EDLF 601	Leadership for Learning Communities.	
	educational-leadership-and-foundations		Educational Leadership and Foundations	'3	Theoretical foundations of leadership, organizational theory, strategy, and change. Applying strategic leadership and decision making to effectively align school organizational systems of vision/mission, internal organization, and external environment to facilitate school improvement.	EDLF 602	Strategic Leadership for School Improvement.	
